update_timestamp,title,news
2022-10-27 15:20:00,"Bei iPhone, iPad und Co richtig sparen: Restposten so attraktiv wie nie zuvor","Apples neue Produkte werden von Mal zu Mal teurer. Dies liegt aber nicht an der Gier des Herstellers, vielmehr macht uns die eigene Währung derzeit einen Strich durch die Rechnung. Wer da bei iPhone, iPad und Co. richtig sparen will, muss klug sein und unter anderem zu Restposten greifen."
2022-10-27 15:00:00,Huawei Mate 50 Pro im Hands-On-Video: Teures Kamera-Smartphone für Deutschland,Huawei bringt das Mate 50 Pro als neues High-End-Smartphone nach Deutschland. Nach der Vorstellung im September in China kommt das Handy bald zu uns. Der Preis fällt ziemlich hoch aus und ihr müsst auch auf einige Funktionen verzichten. Dafür bekommt ihr aber auch ein Google-freies Android-Handy mit starker Kamera. Wir konnten uns einen ersten Eindruck verschaffen.
2022-10-27 14:59:00,Heizung bleibt aus: Die Deutschen frieren für den Kontostand,"Heizen ist in Deutschland derzeit so teuer wie nie, doch die kalten Monate kommen immer näher. Da ist es kein Wunder, dass viele Menschen sparen wollen und die Heizung eher noch abgestellt lassen. Dabei gibt es aber klare Unterschiede in der Sparbereitschaft."
2022-10-27 14:38:00,PS Plus Essential: Das sind die kostenlosen November-Spiele,"Sony hat drei neue Spiele angekündigt, die ab dem 1. November über das PS-Plus-Essential-Abo kostenlos zu haben sind. Um welche Games es sich hierbei handelt und wo ihr sie bekommt, erfahrt ihr in unserer Übersicht."
2022-10-27 14:30:00,Volkswagen denkt um: Neue Namen sollen E-Auto-Kunden helfen,"Volkswagen-Chef Thomas Schäfer findet, dass sich die eigene Produktpalette „hier und da überschneidet“. Nun soll für mehr Klarheit gesorgt werden, was die Bezeichnungen der Autos angeht. Der Buchstabe X spielt dabei eine große Rolle – und die Zukunft von Golf und Polo ist ungewiss."
2022-10-27 13:30:00,Apple stichelt gegen Facebook: Metaverse ist ein verbotenes Wort,"Obwohl Apple eigene VR-Ziele verfolgt, möchte man sich mit Facebooks Metaverse nicht anfreunden. Jetzt hat sich der Marketing-Vizepräsident von Apple abwertend geäußert. Metaverse sei ein Wort, dass er niemals benutzten würde. Zuvor hatte bereits Tim Cook gegen Facebook gestichelt."
2022-10-27 12:30:00,Neue Angebote bei Aldi: Ab heute (27.10.) lockt wieder das Sonderregal,"Bei Aldi gibt es ab heute, den 27. Oktober, wieder einige neue Angebote. In den Filialen des Discounters, aber auch im Online-Shop lohnt sich das Vorbeischauen. In der Übersicht zeigen wir, welche der Angebote sich lohnen."
2022-10-27 12:28:00,Ab heute (27.10.) bei Lidl: Starke Rabatte beim Discounter,"Lidl lockt ab heute, den 27. Oktober, wieder in die Filialen und in den Online-Shop. Welche der neuen Angebote sich wirklich lohnen, klären wir in unserer Übersicht."
2022-10-27 12:14:00,Xbox-Chef kündigt Preiserhöhung an: Gamer müssen tiefer in die Tasche greifen,Für preisbewusste Konsolen-Gamer ist die Xbox die erste Wahl. Im Gegensatz zu Sony hat Microsoft die Preise für Series X und Series S nicht angehoben und der Game Pass bietet für kleines Geld eine riesige Auswahl an Spielen. Die Tage des günstigen Game-Vergnügens sind aber auch bei der Xbox gezählt.
2022-10-27 11:42:00,VW drückt auf die Tube: Verbrenner-Aus kommt früher als gedacht,"VW macht Ernst: Statt wie bisher angekündigt, ab 2035 keine Autos mit Verbrennungsmotor mehr in Europa anbieten zu wollen, gibt es jetzt ein neues Datum. Volkswagen wird jedoch nicht nur das Aus für den Verbrenner deutlich vorziehen, sondern setzt sich auch neue Ziele für die Produktion und Entwicklung neuer E-Autos."
2022-10-27 11:35:00,AirPods belauschen iPhone-Nutzer: Was ihr jetzt sofort tun müsst,"Ein aktuelles Sicherheitsrisiko fürs iPhone erfordert von Nutzerinnen und Nutzern jetzt schnelles Handeln. Wie nämlich bekannt wird, könnten andernfalls Apples AirPods einfach ungefragt mithören und die Anwender so belauschen."
2022-10-27 10:43:00,Galaxy S22: Samsung macht die Kamera des Top-Handys noch besser,"Samsung hat die Galaxy-S22-Smartphones zwar vor einigen Monaten auf den Markt gebracht, doch das hindert das Unternehmen nicht daran, die Smartphones mit neuen Funktionen aufzurüsten. Dieses Mal geht es um die Kamera und neue Möglichkeiten durch zwei zusätzliche Apps."
2022-10-27 09:45:00,Günstiges E-Auto: VW geht den Mittelweg,"VW hält am Plan fest, ein erschwingliches E-Auto zu bauen. Jetzt hat Markenchef Thomas Schäfer bekräftigt, was der Volksstromer voraussichtlich kosten wird. Doch bei nur einem günstigen Elektroauto soll es nicht bleiben."
2022-10-27 09:01:00,So ein iPad gab es noch nie: Apple arbeitet an übergroßer Überraschung,"Beim iPad offeriert Apple unterschiedliche Bildschirmgrößen. Los geht’s aktuell mit dem iPad mini und 8,3 Zoll. Doch spätestens beim iPad Pro und einem Display von 12,9 Zoll ist Schluss. Ändern soll sich dies in greifbarer Zukunft, denn Apple plant im wahrsten Sinne des Wortes eine übergroße Überraschung."
2022-10-27 08:32:00,Samsung legt los: Brandneues Software-Update wird viel früher für erstes Handy verteilt,"Samsung ist zwar bekannt für seine Schnelligkeit bei Software-Updates, doch dieses Mal hat sich das Unternehmen selbst übertroffen. Obwohl der November noch nicht einmal angefangen hat, bekommt das erste Galaxy-Smartphone schon die neue Software spendiert. Weitere Modelle dürften sehr schnell folgen."
2022-10-27 07:00:00,Handyverträge unter 10 Euro im Monat:  Aktuelle Angebote im Vergleich,"Gute Handyverträge, mit viel LTE-Datenvolumen sowie der Möglichkeit, unbegrenzt zu telefonieren und SMS zu schreiben, gibt es mittlerweile für unter 10 Euro im Monat. Wir haben uns alle verfügbaren Angebote angesehen und die besten für euch übersichtlich zusammengefasst."
2022-10-27 06:55:00,Aldi führt Versandkosten ein: So viel teurer macht das den Onlineshop,"Aldi Nord und Aldi Süd sind längst nicht mehr nur beliebte Lebensmittel-Discounter. Gerade online werdet ihr auch bei allerlei Geräten fündig, vom Haushalt über Technik wie TVs und Smartphones bis zu Möbeln oder Equipment für den Garten. Doch dafür müsst ihr ab sofort tiefer in die Tasche greifen."
2022-10-26 18:15:00,Ausgaben im Blick: Diese kostenlose App darf auf eurem Handy nicht fehlen,"Steigende Lebenshaltungskosten und die hohe Inflation sorgen in Deutschland dafür, dass viele Menschen deutlich mehr aufs Geld achten müssen. Davon sind auch Menschen betroffen, die eigentlich genug verdienen, durch die steigenden Kosten aber doch nicht mehr so unbeschwert leben können. Kostenlose Apps können euch beim Umgang mit eurem Geld und den Ausgaben helfen."
2022-10-26 18:01:00,Sony-Kopfhörer bekommen eine nützliche Funktion per Update nachgereicht,"Neben Klang, Design, Bedienung und Tragekomfort gibt es ein wichtiges Merkmal, das Kopfhörer deutlich aufwertet. Sony wird es ab November für ausgewählte Modelle per Firmware-Update nachliefern."
2022-10-26 17:30:00,PlayStation 5 mit God of War Ragnarök: Dieses Bundle ergibt Sinn,"Sony hat ein neues Bundle angekündigt, bei dem neben der PlayStation 5 noch das Spiel God of War Ragnarök mit im Paket liegt. Erstmals steht damit die PS5 flächendeckend in der neuen Hardware-Version bereit, die weniger auf die Waage bringt."
2022-10-26 16:48:00,Deutsche Autofahrer atmen auf: Langfinger so schlecht wie nie,"Nichtsahnend kommt man zum Parkplatz und sieht: nichts. Wenn das Auto geklaut wurde, bricht für viele Fahrzeugbesitzer eine Welt zusammen. Neben Versicherungsärger befindet sich im Pkw oft auch Persönliches, das für immer verloren ist. Umso erfreulicher, wenn dieser Alptraum immer seltener wird. Die neueste Statistik zu den Autodiebstählen in Deutschland unterschreitet sogar eine magische Grenze."
